group,XX + 18 XX
ext,24 Horas Ben 10,http://sv1.maincasa.cf:80/3198542259/123456/27190
ext,24 Horas Bob Esponja,http://sv1.maincasa.cf:80/3198542259/123456/27191
ext,24 Horas Caverna do Dragão,http://sv1.maincasa.cf:80/3198542259/123456/27192
ext,24 Horas Dois Homens e Meio,http://sv1.maincasa.cf:80/3198542259/123456/27193
ext,24 Horas Dragon Ball Kai,http://sv1.maincasa.cf:80/3198542259/123456/27195
ext,24 Horas Dragon Ball Super,http://sv1.maincasa.cf:80/3198542259/123456/27196
ext,a Patroa e as Crianças,http://sv1.maincasa.cf:80/3198542259/123456/27197
ext,24 Horas Galinha Pintadinha,http://sv1.maincasa.cf:80/3198542259/123456/27198
ext,24 Horas Johnny Bravo,http://sv1.maincasa.cf:80/3198542259/123456/27199
ext,24 Horas Largados e Pelados,http://sv1.maincasa.cf:80/3198542259/123456/27200
ext,24 Horas Mickey Mouse,http://sv1.maincasa.cf:80/3198542259/123456/27202
ext,24 Horas Mr. Bean,http://sv1.maincasa.cf:80/3198542259/123456/27203
ext,24 Horas Naruto,http://sv1.maincasa.cf:80/3198542259/123456/27204
ext,24 Horas Os Cavaleiros do Zodiaco,http://sv1.maincasa.cf:80/3198542259/123456/27205
ext,24 Horas Os Padrinhos Mágicos,http://sv1.maincasa.cf:80/3198542259/123456/27206
ext,24 Horas Os Simpsons,http://sv1.maincasa.cf:80/3198542259/123456/27207
ext,24 Horas Peppa Pig,http://sv1.maincasa.cf:80/3198542259/123456/27208
ext,24 Horas Pica-Pau,http://sv1.maincasa.cf:80/3198542259/123456/27209
ext,24 Horas Rick and Morty,http://sv1.maincasa.cf:80/3198542259/123456/27210
ext,24 Horas South Park,http://sv1.maincasa.cf:80/3198542259/123456/27211
ext,24 Horas Todo Mundo Odeia o Chris,http://sv1.maincasa.cf:80/3198542259/123456/27214
ext,24 Horas Tom e Jerry,http://sv1.maincasa.cf:80/3198542259/123456/27215
ext,24 Horas Turma da Mônica,http://sv1.maincasa.cf:80/3198542259/123456/27216
ext,OS FLINTSTONES 24hs,http://sv1.maincasa.cf:80/3198542259/123456/27217
ext,Pegadinhas,http://sv1.maincasa.cf:80/3198542259/123456/27218
ext,Policia 24h,http://sv1.maincasa.cf:80/3198542259/123456/27219

group,COPAS REGIONAIS
ext,Copa do Nordeste 2020 #1,http://sv1.maincasa.cf:80/3198542259/123456/46528
ext,Copa do Nordeste 2020 #2,http://sv1.maincasa.cf:80/3198542259/123456/46529
ext,COPA DO NORDESTE 2020 JOGO-1,http://sv1.maincasa.cf:80/3198542259/123456/46530
ext,COPA DO NORDESTE 2020 JOGO-2,http://sv1.maincasa.cf:80/3198542259/123456/46531
ext,COPA DO NORDESTE 2020 JOGO-3,http://sv1.maincasa.cf:80/3198542259/123456/46532
ext,COPA DO NORDESTE 2020 JOGO-4,http://sv1.maincasa.cf:80/3198542259/123456/46533
ext,Copa Catarinense 1,http://sv1.maincasa.cf:80/3198542259/123456/46691
ext,Copa Catarinense 2,http://sv1.maincasa.cf:80/3198542259/123456/46692
ext,Copa Catarinense 3,http://sv1.maincasa.cf:80/3198542259/123456/46693
ext,Copa Carioca #1,http://sv1.maincasa.cf:80/3198542259/123456/46694
ext,Copa Carioca #2,http://sv1.maincasa.cf:80/3198542259/123456/46695
ext,CAMPEONATO CARIOCA CANAL 1,http://sv1.maincasa.cf:80/3198542259/123456/46696
ext,CAMPEONATO CARIOCA CANAL 2,http://sv1.maincasa.cf:80/3198542259/123456/46697
ext,CAMPEONATO CARIOCA CANAL 3,http://sv1.maincasa.cf:80/3198542259/123456/46698
ext,CAMPEONATO CARIOCA CANAL 4,http://sv1.maincasa.cf:80/3198542259/123456/46699

group,TNT SPORT
ext,Estádio TNT Sports 1 HD,http://sv1.maincasa.cf:80/3198542259/123456/46702
ext,Estádio TNT Sports 4 HD,http://sv1.maincasa.cf:80/3198542259/123456/46705
ext,Estádio TNT Sports 5 HD,http://sv1.maincasa.cf:80/3198542259/123456/46706
ext,Estádio TNT Sports 6 HD,http://sv1.maincasa.cf:80/3198542259/123456/46707
ext,Estádio TNT 01,http://sv1.maincasa.cf:80/3198542259/123456/46709
ext,Estádio TNT 02,http://sv1.maincasa.cf:80/3198542259/123456/46710
ext,Estádio TNT 03,http://sv1.maincasa.cf:80/3198542259/123456/46711
ext,Estádio TNT 04,http://sv1.maincasa.cf:80/3198542259/123456/46712
ext,Estádio TNT 06,http://sv1.maincasa.cf:80/3198542259/123456/46713
ext,Estádio TNT 5 HD,http://sv1.maincasa.cf:80/3198542259/123456/46714
ext,TNT HD¹,http://sv1.maincasa.cf:80/3198542259/123456/46716
ext,TNT 4K¹,http://sv1.maincasa.cf:80/3198542259/123456/46717
ext,Estádio TNT Sports 2 HD,http://sv1.maincasa.cf:80/3198542259/123456/46728
ext,TNTSports3³,http://sv1.maincasa.cf:80/3198542259/123456/46729
ext,TNT¹,http://sv1.maincasa.cf:80/3198542259/123456/46928

group,REALITY SHOW
ext,Power Couple Brasil HD,http://sv1.maincasa.cf:80/3198542259/123456/46949
ext,Power Couple Brasil 2021 - 03,http://sv1.maincasa.cf:80/3198542259/123456/47589
ext,Power Couple Brasil 2021 - 02,http://sv1.maincasa.cf:80/3198542259/123456/47591
ext,Power Couple Brasil 2021 - 01,http://sv1.maincasa.cf:80/3198542259/123456/47592

group,RADIO
Anos2000.br,Anos 2000,http://sv1.maincasa.cf:80/3198542259/123456/47538
Anos70.br,Anos 70,http://sv1.maincasa.cf:80/3198542259/123456/47539
Bossanova.br,Bossa Nova,http://sv1.maincasa.cf:80/3198542259/123456/47540
ext,Cadillacc Music,http://sv1.maincasa.cf:80/3198542259/123456/47541
ext,CBN RJ,http://sv1.maincasa.cf:80/3198542259/123456/47542
ext,CBN SP,http://sv1.maincasa.cf:80/3198542259/123456/47543
Eletronica.br,ELETRÔNICA,http://sv1.maincasa.cf:80/3198542259/123456/47544
Festa.br,Festa,http://sv1.maincasa.cf:80/3198542259/123456/47545
Forro.br,FORRÓ,http://sv1.maincasa.cf:80/3198542259/123456/47546
ext,FUNK,http://sv1.maincasa.cf:80/3198542259/123456/47547
Gospel.br,GOSPEL,http://sv1.maincasa.cf:80/3198542259/123456/47548
Hiphop.br,HIP HOP,http://sv1.maincasa.cf:80/3198542259/123456/47549
Jazz.br,Jazz,http://sv1.maincasa.cf:80/3198542259/123456/47550
Jovempanfm.br,JOVEM PAN FM,http://sv1.maincasa.cf:80/3198542259/123456/47551
ext,radio Infaltil Historinhas,http://sv1.maincasa.cf:80/3198542259/123456/47552
Lounge.br,Lounge,http://sv1.maincasa.cf:80/3198542259/123456/47553
Metal.br,Metal,http://sv1.maincasa.cf:80/3198542259/123456/47554
ext,METROPOLETANA FM AO VIVO,http://sv1.maincasa.cf:80/3198542259/123456/47555
Mpb.br,MPB,http://sv1.maincasa.cf:80/3198542259/123456/47556
Musicaclassica.br,Música Clássica,http://sv1.maincasa.cf:80/3198542259/123456/47557
Newrock.br,NEW ROCK,http://sv1.maincasa.cf:80/3198542259/123456/47558
Pagode.br,PAGODE,http://sv1.maincasa.cf:80/3198542259/123456/47559
Pophits.br,Pop Hits,http://sv1.maincasa.cf:80/3198542259/123456/47560
ext,POP ROCK,http://sv1.maincasa.cf:80/3198542259/123456/47561
ext,Rap Nacional,http://sv1.maincasa.cf:80/3198542259/123456/47562
ext,RAP NACIONAL 2,http://sv1.maincasa.cf:80/3198542259/123456/47563
Reggae.br,REGGAE,http://sv1.maincasa.cf:80/3198542259/123456/47564
Rockclassico.br,ROCK CLASSICO,http://sv1.maincasa.cf:80/3198542259/123456/47565
ext,RÁDIO ATLÂNTIDA FM,http://sv1.maincasa.cf:80/3198542259/123456/47566
ext,Rádio Folk,http://sv1.maincasa.cf:80/3198542259/123456/47567
ext,Rádio J-Pop,http://sv1.maincasa.cf:80/3198542259/123456/47568
ext,Rádio K-Pop,http://sv1.maincasa.cf:80/3198542259/123456/47569
ext,Rádio Latina,http://sv1.maincasa.cf:80/3198542259/123456/47570
ext,Rádio Pop Nacional,http://sv1.maincasa.cf:80/3198542259/123456/47571
ext,Rádio R&B,http://sv1.maincasa.cf:80/3198542259/123456/47572
ext,Rádio Rock,http://sv1.maincasa.cf:80/3198542259/123456/47573
ext,Rádio Românticas,http://sv1.maincasa.cf:80/3198542259/123456/47574
ext,Rádio Sertanejo Romântico,http://sv1.maincasa.cf:80/3198542259/123456/47575
ext,RÁDIO TRANSAMERICA FM,http://sv1.maincasa.cf:80/3198542259/123456/47576
Sertanejo.br,SERTANEJO,http://sv1.maincasa.cf:80/3198542259/123456/47577
ext,SERTANEJO RAIZES,http://sv1.maincasa.cf:80/3198542259/123456/47578
SmoothJazz.us,SMOOTH JAZZ,http://sv1.maincasa.cf:80/3198542259/123456/47579
ext,STUDIO DO AMOR,http://sv1.maincasa.cf:80/3198542259/123456/47580
ext,SUPER SOM fm,http://sv1.maincasa.cf:80/3198542259/123456/47581
ext,TECHNO,http://sv1.maincasa.cf:80/3198542259/123456/47582
ext,TECNO BREGA,http://sv1.maincasa.cf:80/3198542259/123456/47583
Trilhassonoras.br,Trilhas Sonoras,http://sv1.maincasa.cf:80/3198542259/123456/47584
ext,Young Money,http://sv1.maincasa.cf:80/3198542259/123456/47585

